"SampleName";"Locus";"Coverage"
"S376";"D6S1043";5959
"S376";"D7S820";1071
"S376";"D8S1179";2302
"S376";"D9S1122";2224
"S376";"FGA";2479
"S376";"PENTA D";1059
"S376";"PENTA E";713
"S376";"TH01";6004
"S376";"TPOX";1102
"S376";"VWA";643
"S377";"CSF1PO";232
"S377";"D10S1248";934
"S377";"D12S391";818
"S377";"D13S317";1072
"S377";"D16S539";1317
"S377";"D17S1301";934
"S377";"D18S51";735
"S377";"D19S433";843
"S377";"D1S1656";423
"S377";"D20S482";2840
"S377";"D21S11";626
"S377";"D22S1045";835
"S377";"D2S1338";630
"S377";"D2S441";1177
"S377";"D3S1358";1904
"S377";"D4S2408";1007
"S377";"D5S818";466
"S377";"D6S1043";2924
"S377";"D7S820";623
"S377";"D8S1179";1127
"S377";"D9S1122";1375
"S377";"FGA";2043
"S377";"PENTA D";660
"S377";"PENTA E";402
"S377";"TH01";2910
"S377";"TPOX";601
"S377";"VWA";381
"S378";"CSF1PO";435
"S378";"D10S1248";1201
"S378";"D12S391";1291
"S378";"D13S317";1701
"S378";"D16S539";1968
"S378";"D17S1301";1573
"S378";"D18S51";1338
"S378";"D19S433";1783
"S378";"D1S1656";316
"S378";"D20S482";4830
"S378";"D21S11";972
"S378";"D22S1045";1346
"S378";"D2S1338";1409
"S378";"D2S441";1800
"S378";"D3S1358";2981
"S378";"D4S2408";2081
"S378";"D5S818";841
"S378";"D6S1043";4880
"S378";"D7S820";858
"S378";"D8S1179";1995
"S378";"D9S1122";2742
"S378";"FGA";2289
"S378";"PENTA D";828
"S378";"PENTA E";455
"S378";"TH01";4462
"S378";"TPOX";1389
"S378";"VWA";527
"S379";"CSF1PO";295
"S379";"D10S1248";1030
"S379";"D12S391";1381
"S379";"D13S317";1150
"S379";"D16S539";1533
"S379";"D17S1301";921
"S379";"D18S51";831
"S379";"D19S433";1120
"S379";"D1S1656";350
"S379";"D20S482";4993
"S379";"D21S11";665
"S379";"D22S1045";1583
"S379";"D2S1338";1128
"S379";"D2S441";1181
"S379";"D3S1358";3174
"S379";"D4S2408";1302
"S379";"D5S818";554
"S379";"D6S1043";4685
"S379";"D7S820";777
"S379";"D8S1179";1495
"S379";"D9S1122";2554
"S379";"FGA";2220
"S379";"PENTA D";858
"S379";"PENTA E";517
"S379";"TH01";4058
"S379";"TPOX";1027
"S379";"VWA";414
"S38";"CSF1PO";421
"S38";"D10S1248";740
"S38";"D12S391";814
"S38";"D13S317";943
"S38";"D16S539";1288
"S38";"D17S1301";563
"S38";"D18S51";1250
"S38";"D19S433";1082
"S38";"D1S1656";259
"S38";"D20S482";2610
"S38";"D21S11";879
"S38";"D22S1045";1661
"S38";"D2S1338";1209
"S38";"D2S441";1074
"S38";"D3S1358";1791
"S38";"D4S2408";1136
"S38";"D5S818";381
"S38";"D6S1043";1846
"S38";"D7S820";672
"S38";"D8S1179";1329
"S38";"D9S1122";1997
"S38";"FGA";994
"S38";"PENTA D";427
"S38";"PENTA E";293
"S38";"TH01";2795
"S38";"TPOX";1180
"S38";"VWA";375
"S380";"CSF1PO";264
"S380";"D10S1248";857
"S380";"D12S391";1126
"S380";"D13S317";1177
"S380";"D16S539";1567
"S380";"D17S1301";807
"S380";"D18S51";969
"S380";"D19S433";1097
"S380";"D1S1656";304
"S380";"D20S482";4976
"S380";"D21S11";650
"S380";"D22S1045";1277
"S380";"D2S1338";831
"S380";"D2S441";1346
"S380";"D3S1358";2534
"S380";"D4S2408";1361
"S380";"D5S818";536
"S380";"D6S1043";4384
"S380";"D7S820";738
"S380";"D8S1179";1271
"S380";"D9S1122";1852
"S380";"FGA";1997
"S380";"PENTA D";634
"S380";"PENTA E";413
"S380";"TH01";3699
"S380";"TPOX";534
"S380";"VWA";425
"S381";"CSF1PO";305
"S381";"D10S1248";641
"S381";"D12S391";797
"S381";"D13S317";832
"S381";"D16S539";859
"S381";"D17S1301";580
"S381";"D18S51";522
"S381";"D19S433";714
"S381";"D1S1656";201
"S381";"D20S482";2370
"S381";"D21S11";514
"S381";"D22S1045";410
"S381";"D2S1338";574
"S381";"D2S441";852
"S381";"D3S1358";1738
"S381";"D4S2408";752
"S381";"D5S818";357
"S381";"D6S1043";1976
"S381";"D7S820";565
"S381";"D8S1179";1157
"S381";"D9S1122";1154
"S381";"FGA";1294
"S381";"PENTA D";539
"S381";"PENTA E";211
"S381";"TH01";3591
"S381";"TPOX";563
"S381";"VWA";258
"S382";"CSF1PO";229
"S382";"D10S1248";552
"S382";"D12S391";503
"S382";"D13S317";802
"S382";"D16S539";1013
"S382";"D17S1301";594
"S382";"D18S51";593
"S382";"D19S433";853
"S382";"D1S1656";246
"S382";"D20S482";2576
"S382";"D21S11";514
"S382";"D22S1045";1518
"S382";"D2S1338";603
"S382";"D2S441";859
"S382";"D3S1358";1574
"S382";"D4S2408";750
"S382";"D5S818";493
"S382";"D6S1043";2143
"S382";"D7S820";550
"S382";"D8S1179";1201
"S382";"D9S1122";1030
"S382";"FGA";1098
"S382";"PENTA D";663
"S382";"PENTA E";303
"S382";"TH01";2953
"S382";"TPOX";517
"S382";"VWA";229
"S384";"CSF1PO";220
"S384";"D10S1248";785
"S384";"D12S391";962
"S384";"D13S317";823
"S384";"D16S539";1204
"S384";"D17S1301";776
"S384";"D18S51";700
"S384";"D19S433";857
"S384";"D1S1656";240
"S384";"D20S482";2812
"S384";"D21S11";513
"S384";"D22S1045";1061
"S384";"D2S1338";710
"S384";"D2S441";1193
"S384";"D3S1358";1761
"S384";"D4S2408";900
"S384";"D5S818";555
"S384";"D6S1043";2611
"S384";"D7S820";570
"S384";"D8S1179";1102
"S384";"D9S1122";1196
"S384";"FGA";1507
"S384";"PENTA D";510
"S384";"PENTA E";441
"S384";"TH01";3446
"S384";"TPOX";524
"S384";"VWA";418
"S385";"CSF1PO";319
"S385";"D10S1248";900
"S385";"D12S391";897
"S385";"D13S317";1361
"S385";"D16S539";1300
"S385";"D17S1301";752
"S385";"D18S51";794
"S385";"D19S433";919
"S385";"D1S1656";343
"S385";"D20S482";3803
"S385";"D21S11";558
"S385";"D22S1045";694
"S385";"D2S1338";719
"S385";"D2S441";1181
"S385";"D3S1358";2410
"S385";"D4S2408";928
"S385";"D5S818";662
"S385";"D6S1043";2757
"S385";"D7S820";811
"S385";"D8S1179";1658
"S385";"D9S1122";1553
"S385";"FGA";1753
"S385";"PENTA D";654
"S385";"PENTA E";484
"S385";"TH01";3506
"S385";"TPOX";545
"S385";"VWA";278
"S386";"CSF1PO";336
"S386";"D10S1248";773
"S386";"D12S391";1094
"S386";"D13S317";1093
"S386";"D16S539";1388
"S386";"D17S1301";884
"S386";"D18S51";845
"S386";"D19S433";1088
"S386";"D1S1656";371
"S386";"D20S482";3515
"S386";"D21S11";621
"S386";"D22S1045";1516
"S386";"D2S1338";863
"S386";"D2S441";1547
"S386";"D3S1358";2392
"S386";"D4S2408";1414
"S386";"D5S818";661
"S386";"D6S1043";2406
"S386";"D7S820";914
"S386";"D8S1179";1599
"S386";"D9S1122";1662
"S386";"FGA";1833
"S386";"PENTA D";639
"S386";"PENTA E";297
"S386";"TH01";4501
"S386";"TPOX";931
"S386";"VWA";534
"S387";"CSF1PO";423
"S387";"D10S1248";883
"S387";"D12S391";1203
"S387";"D13S317";1137
"S387";"D16S539";1486
"S387";"D17S1301";895
"S387";"D18S51";927
"S387";"D19S433";1261
"S387";"D1S1656";311
"S387";"D20S482";4154
"S387";"D21S11";665
"S387";"D22S1045";477
"S387";"D2S1338";851
"S387";"D2S441";1647
"S387";"D3S1358";2842
"S387";"D4S2408";1296
"S387";"D5S818";624
"S387";"D6S1043";3291
"S387";"D7S820";880
"S387";"D8S1179";1541
"S387";"D9S1122";1617
"S387";"FGA";1759
"S387";"PENTA D";343
"S387";"PENTA E";226
"S387";"TH01";4012
"S387";"TPOX";844
"S387";"VWA";539
"S388";"CSF1PO";344
"S388";"D10S1248";1175
"S388";"D12S391";1377
"S388";"D13S317";1246
"S388";"D16S539";1544
"S388";"D17S1301";1114
"S388";"D18S51";1056
"S388";"D19S433";1153
"S388";"D1S1656";584
"S388";"D20S482";4928
"S388";"D21S11";831
"S388";"D22S1045";880
"S388";"D2S1338";836
"S388";"D2S441";1431
"S388";"D3S1358";2935
"S388";"D4S2408";1488
"S388";"D5S818";755
"S388";"D6S1043";3476
"S388";"D7S820";956
"S388";"D8S1179";1734
"S388";"D9S1122";2083
"S388";"FGA";2004
"S388";"PENTA D";819
"S388";"PENTA E";434
"S388";"TH01";5021
"S388";"TPOX";768
"S388";"VWA";480
"S389";"CSF1PO";143
"S389";"D10S1248";591
"S389";"D12S391";742
"S389";"D13S317";598
"S389";"D16S539";789
"S389";"D17S1301";501
"S389";"D18S51";499
"S389";"D19S433";503
"S389";"D1S1656";160
"S389";"D20S482";2610
"S389";"D21S11";323
"S389";"D22S1045";472
"S389";"D2S1338";599
"S389";"D2S441";783
"S389";"D3S1358";1773
"S389";"D4S2408";908
"S389";"D5S818";227
"S389";"D6S1043";1928
"S389";"D7S820";455
"S389";"D8S1179";892
"S389";"D9S1122";1318
"S389";"FGA";1076
"S389";"PENTA D";466
"S389";"PENTA E";218
"S389";"TH01";2600
"S389";"TPOX";655
"S389";"VWA";216
"S39";"CSF1PO";509
"S39";"D10S1248";844
"S39";"D12S391";747
"S39";"D13S317";1075
"S39";"D16S539";1363
"S39";"D17S1301";740
"S39";"D18S51";1223
"S39";"D19S433";1401
"S39";"D1S1656";272
"S39";"D20S482";3272
"S39";"D21S11";995
"S39";"D22S1045";1029
"S39";"D2S1338";1256
"S39";"D2S441";1437
"S39";"D3S1358";2240
"S39";"D4S2408";1132
"S39";"D5S818";345
"S39";"D6S1043";2277
"S39";"D7S820";965
"S39";"D8S1179";1639
"S39";"D9S1122";1953
"S39";"FGA";1497
"S39";"PENTA D";466
"S39";"PENTA E";435
"S39";"TH01";3456
"S39";"TPOX";852
"S39";"VWA";400
"S390";"CSF1PO";233
"S390";"D10S1248";930
"S390";"D12S391";1127
"S390";"D13S317";1068
"S390";"D16S539";1287
"S390";"D17S1301";761
"S390";"D18S51";1073
"S390";"D19S433";1130
"S390";"D1S1656";478
"S390";"D20S482";3659
"S390";"D21S11";858
"S390";"D22S1045";1768
"S390";"D2S1338";1062
"S390";"D2S441";1482
"S390";"D3S1358";3206
"S390";"D4S2408";998
"S390";"D5S818";474
"S390";"D6S1043";3617
"S390";"D7S820";975
"S390";"D8S1179";1085
"S390";"D9S1122";1641
"S390";"FGA";2602
"S390";"PENTA D";1196
"S390";"PENTA E";574
"S390";"TH01";3540
"S390";"TPOX";575
"S390";"VWA";427
"S391";"CSF1PO";308
"S391";"D10S1248";923
"S391";"D12S391";1228
"S391";"D13S317";1127
"S391";"D16S539";1438
"S391";"D17S1301";946
"S391";"D18S51";1014
"S391";"D19S433";1195
"S391";"D1S1656";564
"S391";"D20S482";4944
"S391";"D21S11";747
"S391";"D22S1045";2339
"S391";"D2S1338";1158
"S391";"D2S441";1644
"S391";"D3S1358";2554
"S391";"D4S2408";1564
"S391";"D5S818";693
"S391";"D6S1043";4312
"S391";"D7S820";910
"S391";"D8S1179";1637
"S391";"D9S1122";2436
"S391";"FGA";2597
"S391";"PENTA D";883
"S391";"PENTA E";517
"S391";"TH01";4688
"S391";"TPOX";982
"S391";"VWA";465
"S392";"CSF1PO";327
"S392";"D10S1248";1372
"S392";"D12S391";1120
"S392";"D13S317";1060
"S392";"D16S539";1738
"S392";"D17S1301";865
"S392";"D18S51";1157
"S392";"D19S433";907
"S392";"D1S1656";422
"S392";"D20S482";5254
"S392";"D21S11";705
"S392";"D22S1045";1428
"S392";"D2S1338";967
"S392";"D2S441";1647
"S392";"D3S1358";3218
"S392";"D4S2408";1092
"S392";"D5S818";492
"S392";"D6S1043";4045
"S392";"D7S820";981
"S392";"D8S1179";1208
"S392";"D9S1122";2310
"S392";"FGA";2841
"S392";"PENTA D";776
"S392";"PENTA E";520
"S392";"TH01";3309
"S392";"TPOX";701
"S392";"VWA";443
"S393";"CSF1PO";267
"S393";"D10S1248";653
"S393";"D12S391";946
"S393";"D13S317";1031
"S393";"D16S539";1138
"S393";"D17S1301";889
"S393";"D18S51";904
"S393";"D19S433";1061
"S393";"D1S1656";350
"S393";"D20S482";3170
"S393";"D21S11";688
"S393";"D22S1045";765
"S393";"D2S1338";925
"S393";"D2S441";1023
"S393";"D3S1358";2605
"S393";"D4S2408";1263
"S393";"D5S818";308
"S393";"D6S1043";3502
"S393";"D7S820";699
"S393";"D8S1179";1445
"S393";"D9S1122";1725
"S393";"FGA";1928
"S393";"PENTA D";857
"S393";"PENTA E";383
"S393";"TH01";3535
"S393";"TPOX";920
"S393";"VWA";317
"S394";"CSF1PO";299
"S394";"D10S1248";972
"S394";"D12S391";1283
"S394";"D13S317";1217
"S394";"D16S539";1767
"S394";"D17S1301";1026
"S394";"D18S51";977
"S394";"D19S433";1188
"S394";"D1S1656";364
"S394";"D20S482";4353
"S394";"D21S11";797
"S394";"D22S1045";620
"S394";"D2S1338";1143
"S394";"D2S441";1425
"S394";"D3S1358";2968
"S394";"D4S2408";1581
"S394";"D5S818";653
"S394";"D6S1043";4592
"S394";"D7S820";926
"S394";"D8S1179";1604
"S394";"D9S1122";1900
"S394";"FGA";2805
"S394";"PENTA D";1159
"S394";"PENTA E";484
"S394";"TH01";4232
"S394";"TPOX";955
"S394";"VWA";409
"S395";"CSF1PO";258
"S395";"D10S1248";1155
"S395";"D12S391";1202
"S395";"D13S317";1226
"S395";"D16S539";1866
"S395";"D17S1301";995
"S395";"D18S51";1051
"S395";"D19S433";1148
"S395";"D1S1656";452
"S395";"D20S482";4621
"S395";"D21S11";897
"S395";"D22S1045";627
"S395";"D2S1338";1071
"S395";"D2S441";1408
"S395";"D3S1358";2976
"S395";"D4S2408";1191
"S395";"D5S818";492
"S395";"D6S1043";4087
"S395";"D7S820";810
"S395";"D8S1179";1345
"S395";"D9S1122";1505
"S395";"FGA";2598
"S395";"PENTA D";768
"S395";"PENTA E";451
"S395";"TH01";3908
"S395";"TPOX";684
"S395";"VWA";560
"S396";"CSF1PO";243
"S396";"D10S1248";851
"S396";"D12S391";906
"S396";"D13S317";864
"S396";"D16S539";1094
"S396";"D17S1301";754
"S396";"D18S51";695
"S396";"D19S433";836
"S396";"D1S1656";320
"S396";"D20S482";4548
"S396";"D21S11";538
"S396";"D22S1045";1217
"S396";"D2S1338";907
"S396";"D2S441";1189
"S396";"D3S1358";2394
"S396";"D4S2408";1149
"S396";"D5S818";451
"S396";"D6S1043";3844
"S396";"D7S820";697
"S396";"D8S1179";1476
"S396";"D9S1122";1418
"S396";"FGA";1917
"S396";"PENTA D";478
"S396";"PENTA E";478
"S396";"TH01";3030
"S396";"TPOX";716
"S396";"VWA";347
"S397";"CSF1PO";139
"S397";"D10S1248";579
"S397";"D12S391";646
"S397";"D13S317";572
"S397";"D16S539";875
"S397";"D17S1301";671
"S397";"D18S51";569
"S397";"D19S433";270
"S397";"D1S1656";172
"S397";"D20S482";2177
"S397";"D21S11";438
"S397";"D22S1045";779
"S397";"D2S1338";515
"S397";"D2S441";590
"S397";"D3S1358";1231
"S397";"D4S2408";770
"S397";"D5S818";394
"S397";"D6S1043";1800
"S397";"D7S820";477
"S397";"D8S1179";926
"S397";"D9S1122";1150
"S397";"FGA";1050
"S397";"PENTA D";417
"S397";"PENTA E";292
"S397";"TH01";1994
"S397";"TPOX";410
"S397";"VWA";251
"S398";"CSF1PO";128
"S398";"D10S1248";555
"S398";"D12S391";708
"S398";"D13S317";818
"S398";"D16S539";1233
"S398";"D17S1301";695
"S398";"D18S51";586
"S398";"D19S433";442
"S398";"D1S1656";335
"S398";"D20S482";2311
"S398";"D21S11";531
"S398";"D22S1045";552
"S398";"D2S1338";649
"S398";"D2S441";1125
"S398";"D3S1358";1663
"S398";"D4S2408";922
"S398";"D5S818";423
"S398";"D6S1043";2259
"S398";"D7S820";465
"S398";"D8S1179";1091
"S398";"D9S1122";1167
"S398";"FGA";1335
"S398";"PENTA D";651
"S398";"PENTA E";286
"S398";"TH01";2945
"S398";"TPOX";370
"S398";"VWA";329
"S399";"CSF1PO";279
"S399";"D10S1248";1034
"S399";"D12S391";1249
"S399";"D13S317";1266
"S399";"D16S539";1599
"S399";"D17S1301";1170
"S399";"D18S51";1017
"S399";"D19S433";1025
"S399";"D1S1656";423
"S399";"D20S482";5187
"S399";"D21S11";985
"S399";"D22S1045";840
"S399";"D2S1338";1038
"S399";"D2S441";1956
"S399";"D3S1358";3585
"S399";"D4S2408";1514
"S399";"D5S818";689
"S399";"D6S1043";3944
"S399";"D7S820";1086
"S399";"D8S1179";2008
"S399";"D9S1122";2315
"S399";"FGA";2028
"S399";"PENTA D";932
"S399";"PENTA E";453
"S399";"TH01";5592
"S399";"TPOX";1214
"S399";"VWA";487
"S40";"CSF1PO";564
"S40";"D10S1248";1121
"S40";"D12S391";391
"S40";"D13S317";834
"S40";"D16S539";1273
"S40";"D17S1301";609
"S40";"D18S51";1294
"S40";"D19S433";1233
"S40";"D1S1656";106
"S40";"D20S482";2737
"S40";"D21S11";305
"S40";"D22S1045";299
"S40";"D2S1338";1900
"S40";"D2S441";1700
"S40";"D3S1358";2130
"S40";"D4S2408";1566
"S40";"D5S818";269
"S40";"D6S1043";1471
"S40";"D7S820";399
"S40";"D8S1179";1957
"S40";"D9S1122";1960
"S40";"FGA";816
"S40";"PENTA D";75
"S40";"PENTA E";17
"S40";"TH01";6081
"S40";"TPOX";1798
"S40";"VWA";407
"S400";"CSF1PO";290
"S400";"D10S1248";826
"S400";"D12S391";923
"S400";"D13S317";1059
"S400";"D16S539";1497
"S400";"D17S1301";1207
"S400";"D18S51";940
"S400";"D19S433";815
"S400";"D1S1656";579
"S400";"D20S482";5083
"S400";"D21S11";774
"S400";"D22S1045";1955
"S400";"D2S1338";754
"S400";"D2S441";1633
"S400";"D3S1358";2533
"S400";"D4S2408";1390
"S400";"D5S818";412
"S400";"D6S1043";3486
"S400";"D7S820";895
"S400";"D8S1179";1935
"S400";"D9S1122";1898
"S400";"FGA";1931
"S400";"PENTA D";744
"S400";"PENTA E";375
"S400";"TH01";4707
"S400";"TPOX";947
"S400";"VWA";507
"S401";"CSF1PO";258
"S401";"D10S1248";641
"S401";"D12S391";735
"S401";"D13S317";838
"S401";"D16S539";1162
"S401";"D17S1301";858
"S401";"D18S51";678
"S401";"D19S433";746
"S401";"D1S1656";412
"S401";"D20S482";3931
"S401";"D21S11";723
"S401";"D22S1045";825
"S401";"D2S1338";838
"S401";"D2S441";1161
"S401";"D3S1358";2084
"S401";"D4S2408";887
"S401";"D5S818";634
"S401";"D6S1043";3035
"S401";"D7S820";623
"S401";"D8S1179";1406
"S401";"D9S1122";1561
"S401";"FGA";1509
"S401";"PENTA D";595
"S401";"PENTA E";279
"S401";"TH01";3325
"S401";"TPOX";816
"S401";"VWA";334
"S402";"CSF1PO";247
"S402";"D10S1248";861
"S402";"D12S391";1259
"S402";"D13S317";1231
"S402";"D16S539";2016
"S402";"D17S1301";1014
"S402";"D18S51";1034
"S402";"D19S433";1075
"S402";"D1S1656";351
"S402";"D20S482";4365
"S402";"D21S11";993
"S402";"D22S1045";1997
"S402";"D2S1338";977
"S402";"D2S441";1626
"S402";"D3S1358";3290
"S402";"D4S2408";1441
"S402";"D5S818";663
"S402";"D6S1043";4384
"S402";"D7S820";940
"S402";"D8S1179";1433
"S402";"D9S1122";2036
"S402";"FGA";2192
"S402";"PENTA D";1185
"S402";"PENTA E";549
"S402";"TH01";4139
"S402";"TPOX";711
"S402";"VWA";417
"S403";"CSF1PO";324
"S403";"D10S1248";741
"S403";"D12S391";1079
"S403";"D13S317";1252
"S403";"D16S539";1437
"S403";"D17S1301";926
"S403";"D18S51";1101
"S403";"D19S433";750
"S403";"D1S1656";541
"S403";"D20S482";4586
"S403";"D21S11";819
"S403";"D22S1045";1698
"S403";"D2S1338";647
"S403";"D2S441";1377
"S403";"D3S1358";2863
"S403";"D4S2408";1199
"S403";"D5S818";495
"S403";"D6S1043";4087
"S403";"D7S820";1014
"S403";"D8S1179";1860
"S403";"D9S1122";1804
"S403";"FGA";2577
"S403";"PENTA D";810
"S403";"PENTA E";446
"S403";"TH01";4598
"S403";"TPOX";859
"S403";"VWA";489
"S404";"CSF1PO";227
"S404";"D10S1248";689
"S404";"D12S391";817
"S404";"D13S317";904
"S404";"D16S539";1162
"S404";"D17S1301";886
"S404";"D18S51";840
"S404";"D19S433";656
"S404";"D1S1656";377
"S404";"D20S482";5289
"S404";"D21S11";635
"S404";"D22S1045";656
"S404";"D2S1338";1029
"S404";"D2S441";1343
"S404";"D3S1358";2599
"S404";"D4S2408";1371
"S404";"D5S818";494
"S404";"D6S1043";3209
"S404";"D7S820";843
"S404";"D8S1179";1865
"S404";"D9S1122";1870
"S404";"FGA";1856
"S404";"PENTA D";583
"S404";"PENTA E";328
"S404";"TH01";4626
"S404";"TPOX";1124
"S404";"VWA";496
"S405";"CSF1PO";242
"S405";"D10S1248";806
"S405";"D12S391";556
"S405";"D13S317";828
"S405";"D16S539";1006
"S405";"D17S1301";532
"S405";"D18S51";455
"S405";"D19S433";611
"S405";"D1S1656";187
"S405";"D20S482";2144
"S405";"D21S11";267
"S405";"D22S1045";356
"S405";"D2S1338";792
"S405";"D2S441";1117
"S405";"D3S1358";1489
"S405";"D4S2408";885
"S405";"D5S818";242
"S405";"D6S1043";1853
"S405";"D7S820";422
"S405";"D8S1179";1127
"S405";"D9S1122";1275
"S405";"FGA";907
"S405";"PENTA D";177
"S405";"PENTA E";27
"S405";"TH01";3010
"S405";"TPOX";1044
"S405";"VWA";257
"S406";"CSF1PO";449
"S406";"D10S1248";1365
"S406";"D12S391";1812
"S406";"D13S317";1431
"S406";"D16S539";1983
"S406";"D17S1301";1235
"S406";"D18S51";1516
"S406";"D19S433";1247
"S406";"D1S1656";476
"S406";"D20S482";4213
"S406";"D21S11";1009
"S406";"D22S1045";2018
"S406";"D2S1338";1384
"S406";"D2S441";2364
"S406";"D3S1358";3840
"S406";"D4S2408";1307
"S406";"D5S818";506
"S406";"D6S1043";4407
"S406";"D7S820";996
"S406";"D8S1179";2116
"S406";"D9S1122";2281
"S406";"FGA";2878
"S406";"PENTA D";1076
"S406";"PENTA E";610
"S406";"TH01";4539
"S406";"TPOX";762
"S406";"VWA";601
"S407";"CSF1PO";360
"S407";"D10S1248";1464
"S407";"D12S391";1175
"S407";"D13S317";1288
"S407";"D16S539";901
"S407";"D17S1301";1012
"S407";"D18S51";1283
"S407";"D19S433";1550
"S407";"D1S1656";405
"S407";"D20S482";4274
"S407";"D21S11";795
"S407";"D22S1045";537
"S407";"D2S1338";1409
"S407";"D2S441";1890
"S407";"D3S1358";2933
"S407";"D4S2408";1300
"S407";"D5S818";444
"S407";"D6S1043";3975
"S407";"D7S820";716
"S407";"D8S1179";1964
"S407";"D9S1122";1847
"S407";"FGA";2404
"S407";"PENTA D";397
"S407";"PENTA E";207
"S407";"TH01";4771
"S407";"TPOX";1408
"S407";"VWA";548
"S408";"CSF1PO";186
"S408";"D10S1248";985
"S408";"D12S391";872
"S408";"D13S317";828
"S408";"D16S539";1301
"S408";"D17S1301";707
"S408";"D18S51";751
"S408";"D19S433";1213
"S408";"D1S1656";342
"S408";"D20S482";2727
"S408";"D21S11";609
"S408";"D22S1045";187
"S408";"D2S1338";841
"S408";"D2S441";1449
"S408";"D3S1358";1936
"S408";"D4S2408";801
"S408";"D5S818";242
"S408";"D6S1043";3088
"S408";"D7S820";548
"S408";"D8S1179";1112
"S408";"D9S1122";1267
"S408";"FGA";1233
"S408";"PENTA D";500
"S408";"PENTA E";172
"S408";"TH01";3182
"S408";"TPOX";827
"S408";"VWA";362
"S41";"CSF1PO";480
"S41";"D10S1248";774
"S41";"D12S391";953
"S41";"D13S317";729
"S41";"D16S539";1128
"S41";"D17S1301";660
"S41";"D18S51";1078
"S41";"D19S433";730
"S41";"D1S1656";210
"S41";"D20S482";2711
"S41";"D21S11";933
"S41";"D22S1045";904
"S41";"D2S1338";792
"S41";"D2S441";1271
"S41";"D3S1358";1976
"S41";"D4S2408";1530
"S41";"D5S818";417
"S41";"D6S1043";1567
"S41";"D7S820";570
"S41";"D8S1179";1214
"S41";"D9S1122";1883
"S41";"FGA";811
"S41";"PENTA D";637
"S41";"PENTA E";267
"S41";"TH01";4689
"S41";"TPOX";1433
"S41";"VWA";324
"S42";"CSF1PO";480
"S42";"D10S1248";604
"S42";"D12S391";1043
"S42";"D13S317";868
"S42";"D16S539";1560
"S42";"D17S1301";598
"S42";"D18S51";980
"S42";"D19S433";960
"S42";"D1S1656";321
"S42";"D20S482";2909
"S42";"D21S11";1151
"S42";"D22S1045";1206
"S42";"D2S1338";832
"S42";"D2S441";1404
"S42";"D3S1358";1928
"S42";"D4S2408";1417
"S42";"D5S818";558
"S42";"D6S1043";1739
"S42";"D7S820";755
"S42";"D8S1179";1810
"S42";"D9S1122";2318
"S42";"FGA";1290
"S42";"PENTA D";681
"S42";"PENTA E";316
"S42";"TH01";4651
"S42";"TPOX";1306
"S42";"VWA";302
"S43";"CSF1PO";612
"S43";"D10S1248";1135
"S43";"D12S391";1392
"S43";"D13S317";1014
"S43";"D16S539";1605
"S43";"D17S1301";969
"S43";"D18S51";1339
"S43";"D19S433";1710
"S43";"D1S1656";374
"S43";"D20S482";4565
"S43";"D21S11";1397
"S43";"D22S1045";1106
"S43";"D2S1338";731
"S43";"D2S441";2264
"S43";"D3S1358";2801
"S43";"D4S2408";1857
"S43";"D5S818";766
"S43";"D6S1043";2546
"S43";"D7S820";925
"S43";"D8S1179";2031
"S43";"D9S1122";3494
"S43";"FGA";1711
"S43";"PENTA D";746
"S43";"PENTA E";641
"S43";"TH01";7230
"S43";"TPOX";1740
"S43";"VWA";550
"S44";"CSF1PO";677
"S44";"D10S1248";1424
"S44";"D12S391";1341
"S44";"D13S317";1488
"S44";"D16S539";1908
"S44";"D17S1301";1094
"S44";"D18S51";1786
"S44";"D19S433";1498
"S44";"D1S1656";435
"S44";"D20S482";5362
"S44";"D21S11";1412
"S44";"D22S1045";2425
"S44";"D2S1338";1126
"S44";"D2S441";2029
"S44";"D3S1358";3046
"S44";"D4S2408";2149
"S44";"D5S818";676
"S44";"D6S1043";3647
"S44";"D7S820";1307
"S44";"D8S1179";2555
"S44";"D9S1122";3620
"S44";"FGA";2431
"S44";"PENTA D";918
"S44";"PENTA E";575
"S44";"TH01";7902
"S44";"TPOX";2615
"S44";"VWA";684
"S45";"CSF1PO";631
"S45";"D10S1248";952
"S45";"D12S391";1363
"S45";"D13S317";1168
"S45";"D16S539";1771
"S45";"D17S1301";1030
"S45";"D18S51";1364
"S45";"D19S433";1361
"S45";"D1S1656";414
"S45";"D20S482";3740
"S45";"D21S11";1464
"S45";"D22S1045";536
"S45";"D2S1338";1131
"S45";"D2S441";1640
"S45";"D3S1358";2932
"S45";"D4S2408";2085
"S45";"D5S818";675
"S45";"D6S1043";1832
"S45";"D7S820";836
"S45";"D8S1179";2647
"S45";"D9S1122";3581
"S45";"FGA";1787
"S45";"PENTA D";988
"S45";"PENTA E";466
"S45";"TH01";5784
"S45";"TPOX";1886
"S45";"VWA";541
"S46";"CSF1PO";352
"S46";"D10S1248";479
"S46";"D12S391";675
"S46";"D13S317";834
"S46";"D16S539";1037
"S46";"D17S1301";634
"S46";"D18S51";841
"S46";"D19S433";889
"S46";"D1S1656";308
"S46";"D20S482";2412
"S46";"D21S11";748
"S46";"D22S1045";1428
"S46";"D2S1338";875
"S46";"D2S441";1264
"S46";"D3S1358";1543
"S46";"D4S2408";1339
"S46";"D5S818";288
"S46";"D6S1043";1311
"S46";"D7S820";528
